"emp_no","last_name","first_name","sex","salary"
88062,"Maginnis","Xiadong","M",40000
427270,"Ozery","Arlette","F",40000
39930,"Paludetto","Kitty","M",66694
408006,"Gniady","Hinrich","F",44289
240574,"Erdi","Berry","M",40000
254536,"Matzen","Gladys","M",40000
421148,"Birdsall","Jayesh","F",66666
458022,"Sidje","Dzung","F",55811
496096,"Fiebach","Kwangsub","F",40000
52020,"Michaeli","Teunis","M",68649
478038,"Hasham","Goo","M",53945
200115,"Kakkad","Wilmer","F",51313
31209,"Kampfer","Tesuro","M",53351
31249,"Straney","Sastry","M",60501
296944,"Cyre","Kankanahalli","M",58057
50039,"Swiler","Gopalakrishnan","M",41526
248999,"Veeraraghavan","Tonia","M",40000
468634,"Bernatsky","Sanjai","M",40000
216851,"Kroll","Rosli","F",40000
81065,"Lanphier","Mihalis","M",56646
25214,"Chiodo","Sreekrishna","M",68002
299642,"Bratsberg","Chaosheng","M",96654
283214,"Badache","Luise","M",64030
222461,"Zykh","Masadi","M",60194
421448,"Kornatzky","Danny","F",41353
477316,"Emden","Krassimir","F",40000
280428,"Emiris","Shahar","M",45286
204323,"Sigstam","Alejandro","F",40000
269429,"Brodal","Sedat","F",49609
109573,"Rullman","Rajmohan","M",62976
264127,"Rabehasaina","Serap","F",40000
100370,"Speer","Eran","M",51613
429735,"Niizuma","Munir","M",85314
269483,"Constantine","Susanna","M",50981
206619,"Maquelin","Panayotis","F",40829
30822,"Woycyznski","Divine","M",59150
77161,"Bazelow","Genki","M",63525
103880,"Pileggi","Khalil","M",40000
65927,"Christianini","Geoffrey","M",41170
258847,"Cummings","Yongqiao","F",52839
226520,"Luby","Nobuyoshi","M",54009
33854,"DeMori","Qunsheng","M",83724
244551,"Rande","Diederik","M",80879
247980,"Cusworth","Chikako","F",40000
492997,"Emmart","Maia","F",42341
237462,"Kossowski","Kasturi","F",65462
432486,"Esteva","Boutros","M",40000
411730,"Nilsson","Alper","F",50224
423415,"Usery","Fumino","F",40000
222062,"Pargaonkar","Temple","M",60357
217209,"Shackell","Hugh","F",93550
280087,"Nooteboom","Jovan","M",40000
401007,"Szemeredi","Zhonghui","M",61300
230612,"Erev","Kiyomitsu","M",44272
29307,"Dulin","Aleksander","M",42687
429381,"Roohalamini","Limsoon","M",75021
487262,"Matzen","Khaled","M",47890
69119,"Doering","Dinah","F",58852
451842,"Hutton","Zhenhua","M",54033
446103,"Kinley","Sorina","M",57850
265644,"Unni","Percy","M",44644
50119,"Reutenauer","Abdelaziz","M",40000
444295,"Itzigehl","Serap","F",65612
467172,"Vecchi","Naftaly","M",40000
404542,"Pellegrinelli","Kellyn","M",46508
238875,"Spell","Xuejia","F",40000
210061,"Improta","Tetsurou","M",41732
420574,"Solares","Haldun","F",43432
290854,"Skrikant","Goa","F",40000
240937,"Rosiles","Eric","F",58128
55097,"Waymire","Roded","M",40000
457715,"Randi","Wayne","F",51490
16823,"Eiter","Toshimi","F",40000
250988,"Garrabrants","Makato","F",47472
471263,"Zhiwei","Uzi","F",40000
85403,"Swick","Adam","F",40000
262498,"Sluis","Navin","M",40000
56625,"Larfeldt","Gino","M",40000
442092,"Katalagarianos","Tsz","M",45022
274770,"Spinelli","Siamak","F",41103
250619,"Lipner","Ayakannu","M",40000
71989,"Gulla","Arup","F",56727
245864,"Alvarado","Sahrah","M",54539
450752,"Constantine","Adin","F",61039
241679,"Kuszyk","Marjo","M",61449
257987,"Ambroszkiewicz","Percy","F",40000
92345,"Peng","Sorina","F",70278
495421,"Krohm","Luerbio","M",52357
52264,"Binding","Bowen","F",69174
452617,"Casley","Somnath","F",41862
443143,"Pelc","Seshu","F",70216
444062,"Jenevein","Moss","F",54095
287177,"Nergos","Yuichiro","F",59136
103811,"Rassart","Shmuel","F",40000
51282,"Chappelet","Zhenhua","M",50923
65841,"Peltason","Howell","M",40000
472732,"Merli","Guozhong","F",56965
264488,"Pepe","Shai","M",42190
428630,"Orsini","Jenwei","F",67106
95267,"Kading","Susanna","M",70405
82997,"Zlotek","Ramachenga","M",51285
446289,"Gornas","Bangqing","M",61095
270885,"Veldwijk","Yuuichi","F",40000
86240,"Bernardinello","Noritoshi","F",40000
29694,"Demeyer","Vivian","M",67898
50763,"Murthy","Subbu","F",40000
91308,"Plumb","Remmert","F",51770
74052,"Benaini","Uriel","M",50537
97333,"Pokrovskii","Zhensheng","M",41026
269712,"Vieth","Kazunori","F",44350
74125,"Crooks","Etsuo","M",40000
443881,"Delgrande","Vishwani","M",59796
67593,"Vingron","Shahid","F",42038
289957,"Pardalos","Mari","F",40000
106880,"Rattan","Mart","M",75901
263053,"Zlotek","Subir","M",43874
48677,"Kushnir","Eran","F",81578
246729,"Spataro","KayLiang","M",82185
433028,"Spieker","Yuqun","M",61844
29019,"Begiun","Kamakshi","F",48034
108282,"Mahnke","Teunis","M",59020
462806,"Rosaz","Peer","M",61287
426681,"Morris","Eben","F",49051
417505,"Backhouse","Arco","F",86426
47992,"Genin","Hairong","M",63788
402109,"Herath","Jiafu","M",40000
299435,"Shinomoto","Shao","M",40000
467147,"Luit","Garnik","M",65131
54423,"Valiente","Ibibia","M",53412
450811,"Marsiglia","Valery","F",74131
456588,"Birke","Susuma","M",46728
469811,"Braccini","Marco","M",80218
232876,"Barbanera","Youngkon","M",40000
260329,"Esposito","Basim","F",40000
229983,"Gini","Shmuel","M",40000
31793,"Conta","Arne","F",40000
231350,"Bondorf","Jaihie","M",41954
289099,"Bennet","Yahiko","M",40000
38073,"Morton","Xiaoshan","F",46351
244241,"Bakhtari","Steen","M",40000
263546,"Ushiama","Vojin","F",46410
72431,"Vandervoorde","Yuqun","M",85262
34305,"Rabejac","Alexius","M",47492
10037,"Makrucki","Pradeep","M",40000
404146,"Ashish","Kristine","M",42046
467542,"Demir","Koichi","F",52431
277961,"Polajnar","Hailing","M",54890
467139,"Katalagarianos","Persi","M",68465
204928,"Quittner","Hirochika","F",64334
452423,"Etalle","Stevo","F",45152
58786,"Thimonier","Zhiguo","M",51395
89141,"Negoita","Brewster","F",40000
76308,"Schwaller","Cathie","F",57051
230203,"Impagliazzo","DeForest","F",61960
429258,"Zallocco","Nitsan","F",40000
411078,"Morton","Georg","M",40000
103068,"Schmiedel","Pintsang","M",40000
248684,"Heemskerk","Aiichiro","M",72515
407546,"Ranze","Girolamo","F",57654
54071,"Segond","Hitofumi","M",53813
22369,"Ranum","Xuejun","F",61188
255999,"Docker","Idoia","M",40000
81783,"Wuwongse","Jahangir","F",47976
428088,"Kranzdorf","Yurij","F",40000
27213,"Randt","Menkae","M",63555
253219,"Beerel","Katsuyuki","M",40000
245748,"Goldhammer","Nathan","M",46803
15298,"Azevdeo","Jungsoon","M",43452
473880,"Andreotta","Hisao","M",59592
261203,"Lanphier","Herb","M",59197
228607,"Covnot","Dmitry","M",56137
18783,"Sambasivam","Shan","F",40000
239529,"Thorelli","Hinrich","F",43156
487009,"Birch","Fumiko","M",46612
406373,"Mellouli","Ingemar","F",52347
92718,"Marciano","Sibyl","M",57471
39005,"Legleitner","Kwok","M",40000
31773,"Mitsuhashi","Mooi","F",72821
105042,"Bellmore","Guoxiang","M",42196
263406,"Rotem","Bernardo","M",40000
21290,"Griswold","Boaz","M",93430
253314,"Mikschl","Candido","M",48244
31191,"Litzkow","Fumiya","M",46013
79619,"Yavatkar","Geraldo","M",65675
486017,"Hooghiemstra","Lakshmi","F",40000
452986,"Kobara","Xiping","M",86211
49135,"Jenevein","Bedrich","M",74866
452806,"Stiles","Tremaine","F",40000
223935,"Kilgour","Xiaoqiang","M",54604
426799,"Keirsey","Hatim","M",78585
458298,"Brizzi","Subhada","F",56107
18689,"Bellmore","Weiwu","F",55859
53671,"Polupanov","Basil","M",70575
89267,"Chachaty","Adam","M",40000
290446,"Brender","Eran","F",40000
32510,"Ferriere","Make","F",40000
251805,"Pramanik","Ung","M",46865
19706,"Sichman","Phillip","F",40000
29584,"Awdeh","Pranjal","F",59953
236122,"Kinley","Zdislav","M",40000
439154,"Oppitz","Sachin","M",44579
456911,"Angelov","Alois","M",40000
29277,"Chimia","Paddy","M",60976
211502,"Rattan","Hitomi","M",66737
406538,"Ramamoorthy","Thanasis","M",40000
44459,"Panienski","Aluzio","M",73162
433985,"Reinhard","Adly","M",40000
269817,"Savasere","Shigehito","F",52965
27534,"Cappello","Kazuyasu","M",41231
106161,"Baba","Rafael","M",40000
52690,"Weisert","Yannik","M",51283
481278,"Heusch","Jinpo","F",40000
491309,"Giveon","Jovan","M",47274
211483,"Laventhal","Teiji","F",60799
277942,"Gargeya","Edwin","M",64701
242063,"Gini","Willard","F",40640
420855,"Argence","Rosita","M",40000
279668,"Benner","Howell","M",48173
59210,"Carrera","Florian","M",67167
60556,"Remmers","Nechama","M",65167
475496,"Ghazalie","Moti","M",83669
483133,"Krychniak","Chinho","M",63710
283591,"Benantar","Gal","M",40000
74220,"Ducloy","Ioana","F",40000
479483,"Bellmore","Ult","F",40000
460001,"Onuegbe","Oscar","M",47816
496537,"Emiris","Bernt","M",71512
286005,"Fritzsche","Aleksandar","M",44152
429377,"Birsak","Divier","M",58254
100543,"Riesenhuber","Gal","M",40000
57666,"Spataro","Lunjin","F",40000
43510,"Thombley","Toong","M",40000
490828,"Lowrie","Venkatesan","F",97671
457757,"Saoudi","Perry","M",41830
298638,"Baumann","Giordano","M",40000
96959,"Keohane","Ranga","F",41549
81800,"Peltason","Heekeun","F",46412
77725,"Sinicrope","Niteen","M",40000
203826,"Bernardinello","George","M",59189
442908,"Ohori","Snehasis","M",40000
39608,"Ibel","Leni","F",57036
264827,"Nastansky","Suebskul","F",40000
228271,"Papastamatiou","Padma","M",40000
256295,"Rosaz","Parke","M",40000
487897,"Quaggetto","Kiam","M",40000
454611,"Toyoshima","Frazer","F",55974
447932,"Rijckaert","Chinya","M",52265
19998,"Maksimenko","Fuqing","M",43698
296958,"Besancenot","Leaf","M",40000
109338,"Herber","Alenka","M",50870
443757,"Cooman","KayLiang","M",40000
429513,"Ambroszkiewicz","Wanqing","M",67777
78596,"Daescu","Geoffrey","M",58283
404217,"Couchot","Susanta","M",60466
40245,"Bael","Yucai","M",43076
403115,"Hopewell","Dekang","M",41808
108812,"Menhardt","Shay","M",45867
265127,"Sullins","Zhiguo","M",57684
73930,"Birke","Muneo","M",46762
90174,"Kisuki","Kitty","M",64589
294253,"Azulay","Vitali","M",40000
238670,"Kropp","Gennady","F",58624
109717,"Hennings","Marla","M",40000
16949,"Demeyer","Marla","M",66422
427417,"Bhattacharjee","Maik","M",40000
67350,"Kaelbling","Theron","F",40000
488455,"Senzako","Thodoros","M",61966
420941,"Heydon","Juyoung","F",46093
207995,"Waeselynck","Martina","F",69120
106705,"Monkewich","Chirstian","F",71663
89463,"Zizka","Spyrose","M",55803
441383,"Ramras","Tzvetan","F",71797
33121,"Gladwell","Bedir","F",59728
476822,"Merli","Yongqiao","M",64177
67021,"Luke","Satosi","M",62949
34170,"Suri","Mingzeng","M",62798
420331,"Oxenboll","Xiaoshan","F",77966
37723,"Litzkow","Bilhanan","M",40000
494622,"Percebois","Freyja","M",53377
207139,"Swift","Fumiyo","M",70732
440033,"Nanard","Mingsen","M",56680
109465,"Furedi","Shaowei","M",49234
219975,"Seghrouchni","Adil","F",40000
215785,"Tetzlaff","Zita","F",45564
102032,"Sadowski","Zhensheng","M",84183
413136,"Jullig","Nalini","M",40000
100724,"Serdy","Tokuyasu","M",42155
411593,"Zongker","Debaprosad","M",73061
93515,"Jenevein","Insup","F",52040
435644,"Pettey","Branimir","M",40000
445259,"Lunn","Moto","F",45626
276008,"Wixon","Subhrajyoti","M",45344
447031,"Clouatre","Zita","F",53151
255705,"Acton","Aimee","F",51726
431467,"Schach","Weijing","F",81298
69126,"Apsitis","Subhrajyoti","M",57417
99293,"Baik","Franziska","M",66272
405449,"Gill","Angel","F",63858
230989,"Krider","Tuval","F",55399
56451,"Massonet","Yuchang","M",40000
290779,"Coney","Anestis","M",74620
489707,"Asrin","Lucien","M",57452
286382,"Wursthorn","Toshimo","F",59379
498774,"Poulakidas","Mabry","F",40000
297820,"Sethi","Rosine","F",46201
293862,"Marwedel","Itzchak","F",73817
261053,"Honglei","Uwe","M",76210
290458,"Ratnaker","Dayanand","M",40000
14618,"Brlek","Cedric","F",97578
13126,"Hennebert","Parviz","F",40000
288253,"Borovoy","Shuichi","M",40000
434450,"McConalogue","Koichi","F",45692
440061,"Sudkamp","Arunachalam","M",51975
285836,"Garigliano","Brigham","M",40000
230341,"Wilfing","Huican","F",45930
65326,"Perry","Ronghao","F",40000
30496,"Pokrovskii","Hyuncheol","F",63982
98622,"Perng","Aiman","F",40329
448824,"Budinsky","Marke","M",58218
205112,"Quaggetto","Masanao","F",48976
475983,"Riesenhuber","Zhiguo","M",40000
30058,"Meszaros","Lucien","M",40000
435517,"Ranka","Jiang","F",50433
87785,"Tsunoo","Theirry","F",61895
105734,"Kawashima","Kayoko","F",52835
18948,"Muhlberg","Shai","M",40000
16431,"Valette","Jinxi","M",65222
234674,"Hammerschmidt","Leaf","M",47581
454703,"Bach","Kagan","F",86263
459179,"Cooke","Larisa","M",65795
211966,"Rohrbach","Sahrah","M",54251
424186,"Kaiser","Leon","M",54207
215137,"Deyuan","Collette","M",40000
62428,"Lortz","Guadalupe","F",60825
55966,"Reeker","Gilbert","M",40000
11572,"Quittner","Vidya","M",40000
415508,"Colorni","Shawna","F",40000
492611,"Templeman","Berhard","M",40000
432346,"Fioravanti","Ramya","M",63598
445177,"Openshaw","Theirry","M",48507
213437,"Borstler","Goh","F",73076
442949,"Millington","Shuho","M",54536
240827,"Edelhoff","Nishit","F",52604
73168,"Pagter","Magdalena","M",71509
54929,"Tramer","Gilbert","F",76711
268029,"Khalil","Vitaly","F",54308
91057,"Kirkerud","Teiji","M",47273
486865,"Kowalchuk","Yannis","M",61874
282326,"Ramalingam","Tayeb","M",40000
483935,"Horswill","Moni","M",44586
29941,"Guting","Arumugam","M",89149
228950,"Papastamatiou","Moheb","M",41641
37858,"Veeraraghavan","Yinlin","F",40269
98658,"Naumovich","Takanari","M",65839
94418,"Ressouche","Ger","M",40000
235365,"Portugali","Radoslaw","M",40000
422895,"Gargeya","Yechezkel","F",52738
46949,"Rande","Garnik","M",41854
411641,"Danecki","Kokou","M",40000
107400,"Gimarc","Golgen","F",40000
109828,"Schrooten","Kasturi","M",58171
92202,"Beidas","Hatsukazu","M",61277
240319,"Versino","Mansur","F",48220
447761,"Swen","Mayumi","M",54693
232183,"Snedden","Jahangir","F",46516
58584,"Bondorf","Ravishankar","M",40000
472446,"Kaiserswerth","Jaques","M",40000
87637,"Aamodt","Qingxiang","M",40000
13877,"Trelles","Kristen","F",40000
105669,"Michaels","Basem","M",52343
61143,"Kalorkoti","Susanna","F",73181
98547,"Fendler","Arumugam","F",42966
409811,"Papadias","Kristof","M",40327
255122,"Brattka","Rosalie","M",51163
69164,"Thiran","Ulises","M",40000
275429,"Pietracaprina","Lansing","F",40000
80221,"Swift","Danil","F",56125
480220,"Lowrie","Bokyung","M",40000
13150,"Stavenow","Mahmut","M",40000
274573,"Garnier","Subhash","M",54167
279811,"Ohori","Udo","M",61248
495691,"Barbanera","Parto","F",77365
400897,"Khalil","George","M",104968
66505,"Zirintsis","Troy","M",46606
490318,"Piveteau","Sugwoo","M",40000
472271,"Potthoff","Shahaf","F",40000
200128,"Lakshmanan","Oscar","F",66032
449469,"Crooks","Deniz","F",50373
265734,"Turnbull","Margareta","F",46993
200198,"Malinowski","Mayuri","F",51826
221152,"Sethi","Harngdar","M",41176
240068,"Broder","Kerryn","M",55102
106515,"Stamatiou","Kish","F",40000
230037,"Markovitch","Jamaludin","M",42446
66033,"Quaggetto","Aamer","M",40000
477288,"Itzigehl","Gurbir","M",57072
48807,"Masaki","Gererd","M",49042
495576,"Mahmud","Lubomir","F",85792
87310,"Tokunaga","Claude","F",66547
224062,"Makinen","Boutros","F",63219
104783,"Mullainathan","Lech","F",46818
235742,"Kawashima","Sachin","M",83665
85307,"Hiyoshi","Anestis","F",75484
58891,"Munawer","Make","F",68094
283239,"Boreale","Sachio","F",57343
468549,"Bruckman","Quingbo","M",53454
41101,"Porenta","Bluma","F",60846
254381,"Tasistro","Vidar","F",56808
477371,"Asrin","Kyoichi","F",40000
58722,"Nishimukai","Premal","M",49678
280107,"Bael","Bader","M",67545
254130,"Farrel","Guttorm","M",40000
41488,"Zockler","Marsja","F",49251
295280,"Castellani","Jouni","M",67495
91476,"Lampe","Vasilii","F",40361
52552,"Businaro","Kwun","M",46273
432613,"DiGiano","Nagui","M",98783
276011,"Tsukuda","Rafael","M",52508
212263,"Plesums","Stella","F",50896
422945,"Uehara","Gina","M",47516
464576,"Leuchs","Hsiangchu","F",40000
447558,"Zockler","Younwoo","F",47125
211898,"Anandan","Krisda","M",40000
212709,"Gini","Guiseppe","F",40000
264355,"Bresenham","Tayeb","F",47945
480764,"Honiden","Rosalie","M",52215
87406,"Bakhtari","Reinhold","F",40000
23476,"Bharadwaj","Otilia","F",47149
426830,"Highland","Peternela","F",76617
213571,"Eterovic","Becky","M",70315
214471,"Rosti","Berna","M",54361
445704,"Provine","Mingsen","F",40000
29898,"Hofting","Subhankar","M",54510
84430,"Christianini","Gopalakrishnan","F",54968
26164,"McClure","Suebskul","M",53260
28810,"Couchot","Yishay","F",42459
496177,"Dayang","Boguslaw","F",49324
436676,"Casperson","Rosita","F",77174
457356,"Dalphin","Shahab","M",40000
204533,"Katzenelson","Demos","F",50956
265704,"Duclos","Xiong","M",49775
67259,"Rattan","Kensyu","F",51588
231786,"Rathonyi","Karsten","M",40000
449348,"Carrera","Sibyl","M",40000
24822,"Merey","Fabrizio","M",40000
54902,"Spell","Shigeu","F",40000
108484,"Braunmuhl","Berry","F",41029
12152,"Nyrup","Amalendu","M",82078
486048,"Furedi","Jasminko","M",40000
283784,"Rettelbach","Odoardo","F",40000
215631,"Veevers","TRUE","M",40000
430390,"Negoita","Akeno","M",61892
286374,"Buchter","Subbu","F",56261
443048,"Lyonns","Perry","M",40000
218007,"Benaini","Radoslaw","F",87254
255767,"Nivat","Gio","M",45854
476091,"Gruenwald","Tzu","M",40000
20171,"Murtha","Kazuhira","M",57586
234121,"Magalhaes","Xuedong","M",54144
450428,"Beausoleil","Masako","M",49966
491887,"Shokrollahi","Wanqing","M",43887
41093,"Schapiro","Marsha","M",53898
488386,"Swist","Odinaldo","M",61612
90895,"Lorch","Guenter","F",40156
440943,"Poujol","Mohan","M",40000
253746,"Ranta","Conal","F",40000
454109,"Winter","Prodip","F",40000
470485,"Parascandalo","Gor","M",94375
481854,"Candan","Shahab","M",41258
462249,"Jeansoulin","Chikara","M",45246
271328,"Brender","Tomoyuki","F",43589
30929,"Puppo","Alenka","M",41719
104321,"Parfitt","Alper","M",40000
26473,"Beilner","Frederique","F",42377
249946,"Halevi","Yahiko","M",40000
437007,"Ferretti","Yahiko","F",62467
427193,"Staudhammer","Lokesh","F",74038
108437,"Borstler","Ayakannu","M",68726
478291,"Montemayor","Susumu","M",40000
46533,"Edelhoff","Lunjin","M",71043
284624,"Vuskovic","Evgueni","M",45827
290733,"Ossenbruggen","Nathalie","M",40000
102146,"Rubsam","Bader","M",70559
405022,"Junet","Kazuhira","M",46216
484706,"Varman","Amalendu","F",57781
299726,"Rissanen","Domenick","F",45666
472097,"Dehkordi","Hidefumi","F",40000
25947,"Swick","Shen","F",40465
297399,"Negoita","Edwin","F",40000
16345,"Petersohn","Utpal","M",56683
74234,"Fendler","Chenye","M",57139
481305,"Suppi","Weiwu","F",40000
57403,"Lanteri","Zhongwei","M",58315
402523,"Biran","Sangeeta","F",43392
470099,"Lueh","Xiping","M",80423
241236,"Bahr","Poornachandra","M",66857
288751,"Azevdeo","Nevin","F",55062
45194,"Baek","Tsz","F",95998
231051,"Parfitt","Bodh","M",60551
449312,"Shihab","Shalesh","F",40000
499601,"Schmezko","Satyanarayana","F",42549
285062,"Miyakawa","Kamakshi","F",48530
257456,"Beilner","Tadahiro","F",91964
406682,"Bamford","Juyoung","F",40000
292686,"Farris","Gay","F",40000
256390,"McDermid","Sastry","M",40000
295975,"Serot","Debatosh","F",52303
255864,"Bisiani","Hairong","M",48300
16081,"Senzako","Conal","M",40000
222025,"Norsworthy","Xumin","F",43581
412879,"Impagliazzo","Manohar","F",45558
202408,"Bugaenko","Hugh","M",48609
422706,"Weiland","Taiji","F",66675
74037,"Dechter","Taizo","M",64468
104891,"Asmuth","Erzsebet","M",44665
289801,"Angot","Gila","M",40000
478992,"Andreotta","Jahangir","M",40000
74103,"Pokrovskii","Branimir","F",45722
409796,"Impagliazzo","Diederik","M",56539
216655,"Koprowski","Danel","F",40000
419345,"Bratten","Shietung","F",44945
257897,"Delgrande","Peternela","M",66602
496172,"Griswold","Przemyslawa","F",50513
252315,"Alencar","Vitaly","M",56434
402831,"Keustermans","Aran","M",60349
498213,"Parveen","Kyoichi","M",54708
17852,"Hammerschmidt","Arfst","M",40000
59623,"Staudhammer","Pantung","M",67045
431707,"Keirsey","Masako","M",40000
96304,"Stassinopoulos","Kristof","M",40227
410878,"Miyakawa","Gita","F",49462
221116,"Smeets","Masali","M",61040
38346,"Falster","Goh","M",40000
214559,"Gils","Richard","M",59341
22133,"Bernardeschi","Annemarie","M",40000
232850,"Vecchio","Vasilii","M",63216
261770,"Terekhov","Arup","M",46049
88693,"Stenning","Bedir","F",57925
71562,"Docker","Basim","M",83256
442588,"Buchter","Ferdinand","F",41403
92968,"Gecseg","Moriyoshi","F",40000
73862,"Erev","Hsiangchu","F",70804
74896,"Msuda","Aram","M",74985
78437,"Broomell","Weiyi","M",43930
222225,"Thimonier","Guther","F",59590
64590,"Heusch","Fumiko","M",48472
206545,"Kabayashi","Basim","M",75751
285927,"Sgarro","Elliott","F",40000
92894,"Edelhoff","Gaetan","F",61939
237454,"Zielinski","Sivanarayana","M",52158
31523,"Plump","Gennady","M",40000
497893,"Ciolek","Sailaja","M",70983
13888,"Reghbati","Xuedong","F",40000
20925,"McFarlin","Holgard","F",53797
214127,"Gien","Marsal","M",60954
42447,"Encarnacion","Goo","F",62618
274024,"Cardazo","Aron","M",51115
105359,"Badr","Jayesh","F",40000
404340,"Selvestrel","Gretta","M",40000
401113,"Berendt","Adly","M",42846
101146,"Matzen","Flemming","F",40000
237079,"Schach","Ashish","M",72485
499936,"Himler","Chiranjit","M",40000
232283,"Kalafatis","Hausi","M",51638
447743,"Ferretti","Valery","F",56703
39232,"Baumann","Genevieve","M",72086
471560,"Peot","Debaprosad","M",40000
427239,"Pelz","Duke","M",57341
70785,"Swan","Jiakeng","M",66286
73110,"Osgood","Gift","M",56048
86346,"Ulupinar","Kristina","F",70684
43357,"Hambrick","Bedrich","M",61939
484583,"Jording","Xiping","M",77041
28277,"Litvinov","Katsuo","M",40000
238285,"Engberts","Mohammed","M",40000
56848,"Stentiford","Urs","F",40000
76825,"Zaumen","Sasan","F",43803
435302,"Dymetman","Roded","F",46667
207420,"Azuma","Maren","F",40000
281800,"Kumaresan","Luigi","F",73016
282552,"Koshino","Yakkov","F",67534
85189,"Nations","Shim","M",45580
237535,"Lenart","Yefim","M",60740
53259,"Zirintsis","Francoise","M",45141
29160,"Pellegrinelli","Taiji","F",40000
469452,"Grospietsch","Adamantios","M",83568
413085,"Heering","Vatsa","M",54606
32773,"Bail","Werner","M",81948
421088,"Petereit","Kendra","M",77036
102258,"Toyoshima","Shaleah","M",73095
38328,"Muhlberg","Richard","M",68916
39402,"Krider","Jacqueline","F",40000
402350,"Tetzlaff","Cedric","M",77288
487058,"Brender","Fay","M",41841
458496,"Heping","Eishiro","F",40000
441012,"Alpay","Jixiang","M",40000
295001,"Peek","Ramya","M",40000
452854,"Swick","Ortrun","F",40000
261558,"Ouhyoung","Yoshimitsu","M",40000
19290,"Rusterholz","Leni","M",68307
57765,"Erde","Pascal","F",53744
79310,"Cunliffe","Jeong","F",43707
474273,"Reutenauer","Remko","M",40000
431967,"Meriste","Shaleah","M",81007
295491,"Atrawala","Dmitry","M",40000
434300,"Middleton","Trygve","M",73344
477854,"Fioravanti","Mantis","M",60290
254172,"Slaats","Divier","M",61177
288658,"Halloran","Giordano","F",91922
485124,"Nanard","Prasadram","F",52123
219884,"Sgarro","Gill","F",40000
34916,"Rosch","Caolyn","M",40000
489329,"Lagarias","Christoph","F",64124
216935,"Stranks","Arfst","F",48529
99282,"Remmele","Yonghoan","M",72184
58473,"Mukaidono","Yongmin","F",40000
277511,"Tasistro","Yuriy","M",40000
52839,"Detkin","Kankanahalli","M",40000
429150,"Brookman","Holgard","F",40000
277500,"Nourani","Chiradeep","M",48871
37091,"Dulay","Shaunak","F",40000
487478,"Weisert","Nahid","M",40000
219582,"Gecsel","Alejandro","M",59534
84266,"Fendler","Barun","M",40000
222831,"Lally","Uno","M",53609
484007,"Lipner","Kwangyoen","M",73122
463233,"Cappello","Spyrose","F",46434
69285,"Niizuma","Gunilla","F",44355
33772,"Garrabrants","Junsik","M",59878
269922,"Kakkar","Susanna","M",65024
278343,"Plumb","Pohua","M",67977
446268,"Furedi","Weiru","F",47053
23801,"Gopalakrishnan","Werner","F",58567
55005,"Aumann","Nikolaus","F",48717
477649,"Tzvieli","Satoru","M",63584
258429,"Thiria","Shrikanth","M",40000
64970,"Legleitner","IEEE","M",72372
260724,"Reinhart","Rimli","M",40000
41133,"Chvatal","Garnet","M",64225
263106,"Homond","Phule","F",60033
429554,"Backhouse","Vishwani","M",93306
214524,"Zambonelli","Heekeun","M",47509
229917,"Morrey","Saeko","M",74358
443588,"Chimia","Christ","F",47091
251395,"Kieras","Qingxiang","M",59047
247147,"Clouatre","Heather","M",40000
259771,"Chaudhuri","Youssef","F",40000
99069,"Gustavson","Anestis","M",40000
200348,"Back","Abdulla","M",56392
487654,"Doering","Breannda","M",40000
444172,"Alencar","Premsyl","M",40000
443731,"Kulisch","Prasadram","F",81871
483070,"Bail","Lansing","M",40000
281672,"Matzke","Ung","M",52716
210132,"Schiettecatte","Baocai","M",42370
83326,"Schlegelmilch","Rajmohan","M",40000
444681,"McAlpine","Irena","M",40000
84278,"Farrel","Olivera","M",45034
48269,"Jenevein","Remzi","M",40000
272327,"Leivant","Shuichi","M",40000
56645,"Sluis","Fun","M",58227
425337,"Kusakabe","Taiji","M",50240
402130,"Suwa","Lidong","M",42585
228279,"Babu","Elgin","M",54222
62389,"Ramalingam","Gererd","F",51335
81875,"Stille","Nalini","F",45224
45269,"Avouris","Arve","M",83548
77511,"Kadhim","Amstein","F",55570
88874,"Matteis","Theron","F",49155
96818,"Binkley","Uwe","F",40000
28648,"Luca","Nagui","M",83050
80019,"Vesel","Tremaine","M",42516
423047,"Remmers","Zhanqiu","F",63894
40576,"Basagni","Zhenhua","M",40000
280277,"Perry","Magdalena","M",52821
210211,"Sifakis","Masadi","F",40000
90113,"Kuszyk","Jacopo","M",67200
93514,"Picaronny","Somnath","M",58026
229154,"Bierman","Persi","F",40000
207331,"Berstel","Adhemar","M",41954
275241,"Yetto","Billur","F",69927
467280,"Cyre","Jeanna","M",48276
37720,"Samarati","TRUE","M",40000
237542,"Hatcliff","Weicheng","F",108963
428149,"Szilard","Frazer","F",54144
71499,"Erol","Renee","M",59696
454610,"Stavenow","Ranga","M",40000
424452,"Pero","Shalesh","F",59125
461326,"Peris","Valery","F",40000
408564,"Syrotiuk","Tomofumi","F",48507
478040,"Lung","Sarita","M",48352
481511,"Kriebel","Junsik","M",40000
215635,"Narlikar","Kendra","M",53628
294973,"Piancastelli","Sakthirel","M",58488
82537,"Denti","Aral","M",49546
270571,"Zyda","Michaela","F",40000
83219,"Erman","Shen","M",98894
243105,"Hegner","Seongbae","M",45889
473234,"Merro","Sariel","M",62071
459234,"Slaats","Chiradeep","M",63919
